"entity_id","domain","state","friendly_name","device_class","unit_of_measurement"
"sensor.great_room_battery","sensor","57","great room ringcsm Battery","battery","%"
"sensor.front_door_battery","sensor","100","Front Door Battery","battery","%"
"sensor.living_room_battery","sensor","unknown","living room Battery","battery","%"
"sensor.great_room_last_activity","sensor","2025-11-14T18:39:58+00:00","great room ringcsm Last activity","timestamp",""
"sensor.front_door_last_activity","sensor","2025-11-16T04:50:00+00:00","Front Door Last activity","timestamp",""
"sensor.living_room_last_activity","sensor","2025-11-10T03:25:16+00:00","living room Last activity","timestamp",""
"siren.great_room_siren","siren","off","great room ringcsm Siren","",""
"switch.front_door_in_home_chime","switch","on","Front Door In-home chime","",""
"switch.great_room_motion_detection","switch","on","great room ringcsm Motion detection","",""
"switch.front_door_motion_detection","switch","on","Front Door Motion detection","",""
"switch.living_room_motion_detection","switch","on","living room Motion detection","",""
"climate.thermostat","climate","heat","Great Room","",""
"sensor.thermostat_temperature","sensor","66.0","Great Room Temperature","temperature","°F"
"button.hubspace_api_thesowus_gmail_com_generate_debug","button","unknown","hubspace-Thesowus@gmail.com Generate Debug","",""
"button.hubspace_api_thesowus_gmail_com_generate_raw","button","unknown","hubspace-Thesowus@gmail.com Generate Raw","",""
"sensor.kitchen_light_wifi_rssi","sensor","-37","Kitchen light wifi-rssi","signal_strength","dB"
"sensor.outside_wifi_rssi","sensor","-45","Outside wifi-rssi","signal_strength","dB"
"sensor.hallway_wifi_rssi","sensor","-53","Hallway  wifi-rssi","signal_strength","dB"
"switch.kitchen_light_switch","switch","off","Kitchen light Switch","",""
"switch.outside_switch","switch","on","Outside Switch","",""
"switch.hallway_switch","switch","off","Hallway  Switch","",""
"fan.great_room_fan_and_light","fan","off","Great Room fan and light","",""
"fan.master_bedroom","fan","unavailable","Master Bedroom","",""
"light.great_room_fan_and_light","light","off","Great Room fan and light","",""
"light.master_bedroom","light","unavailable","Master Bedroom","",""
"switch.great_room_fan_and_light_sound","switch","off","Great Room fan and light Sound","",""
"switch.master_bedroom_sound","switch","unavailable","Master Bedroom Sound","",""
"alarm_control_panel.blink_front_door","alarm_control_panel","armed_away","front door ","",""
"binary_sensor.front_door_battery","binary_sensor","off","front door  Battery","battery",""
"binary_sensor.front_door_motion","binary_sensor","off","front door  Motion","motion",""
"camera.front_door","camera","idle","Front door camera","",""
"sensor.blink_front_door_temperature","sensor","unknown","front door  Temperature","temperature","°F"
"sensor.blink_front_door_wi_fi_signal_strength","sensor","unknown","front door  Wi-Fi signal strength","signal_strength","dBm"
"switch.front_door_camera_motion_detection","switch","on","front door  Camera motion detection","switch",""
"calendar.family","calendar","off","Calendar","",""
"calendar.webcal_teamer_net_teams_111814298_23_24_daegu_middle_high_school_football_events_subscription_ics_f7fe22","calendar","off","Webcal://teamer.net/teams/111814298-23-24-daegu-middle-high-school-football/events/subscription.ics?f7fe22","",""
"calendar.sowu_paul_gmail_com","calendar","off","Sowu.paul@gmail.com","",""
"calendar.thesowus_gmail_com","calendar","off","Thesowus@gmail.com","",""
"calendar.birthdays","calendar","off","Birthdays","",""
"calendar.augusta_eagles_varsity_boys_basketball","calendar","off","Augusta eagles varsity boys basketball","",""
"todo.my_tasks","todo","2","TODO","",""
"todo.dad_s_tasks","todo","0","Dad's tasks","",""
"todo.mom_s_tasks","todo","0","Mom's tasks","",""
"todo.house_tasks","todo","1","House tasks","",""
"media_player.living_room_tv","media_player","off","Great Room TV","",""
"binary_sensor.dj_wu_presence","binary_sensor","off","DJ Wu Presence","presence",""
"binary_sensor.living_room_motion","binary_sensor","unavailable","living room Motion","motion",""
"binary_sensor.front_door_motion_2","binary_sensor","off","Front Door Motion","motion",""
"binary_sensor.living_room_motion_2","binary_sensor","off","Living Room Motion","motion",""
"binary_sensor.dj_wu_s24_ultra_presence","binary_sensor","on","Dj Wu S24 Ultra Presence","presence",""
"binary_sensor.range_child_lock","binary_sensor","off","Range Child lock","",""
"binary_sensor.range_remote_control","binary_sensor","off","Range Remote control","",""
"binary_sensor.range_door","binary_sensor","off","Range Door","opening",""
"button.range_stop","button","unknown","Range Stop","",""
"event.living_room_main","event","unavailable","living room main","button",""
"event.front_door_main","event","2025-11-15T01:45:29.981+00:00","Front Door main","button",""
"light.master_bedroom_switch_led","light","unavailable","Master Bedroom switch_led","",""
"light.living_room_fan_light_switch_led","light","off","living room fan & light switch_led","",""
"light.m_bedroom_fan_switch_led","light","unavailable","M bedroom fan switch_led","",""
"select.range_lamp","select","off","Range Lamp","",""
"sensor.living_room_battery_2","sensor","unavailable","living room Battery","battery","%"
"sensor.front_door_battery_2","sensor","100","Front Door Battery","battery","%"
"sensor.living_room_battery_3","sensor","58","Living Room Battery","battery","%"
"sensor.range_operating_state","sensor","ready","Range Operating state","enum",""
"sensor.range_machine_state","sensor","ready","Range Machine state","enum",""
"sensor.range_job_state","sensor","ready","Range Job state","enum",""
"sensor.range_completion_time","sensor","2025-11-12T03:50:07+00:00","Range Completion time","timestamp",""
"sensor.range_setpoint","sensor","unknown","Range Setpoint","temperature","°F"
"sensor.range_temperature","sensor","175","Range Temperature","temperature","°F"
"switch.m_bedroom_fan","switch","unavailable","M bedroom fan","",""
"switch.living_room_fan_light","switch","off","living room fan & light","",""
"switch.master_bedroom","switch","unavailable","Master Bedroom","",""
"button.lumi_lumi_weather_identify","button","2025-11-11T17:03:21.957063+00:00","Temp – Master Wing Identify","identify",""
"button.temp_bedroom_wing_identify","button","unknown","Temp – Living room Wing Identify","identify",""
"button.temp_bedroom_wing_identify_2","button","2025-11-10T18:40:08.759030+00:00","Temp – Bedroom Wing Identify","identify",""
"sensor.lumi_lumi_weather_battery","sensor","66.0","Temp – Master Wing Battery","battery","%"
"sensor.lumi_lumi_weather_pressure","sensor","14.5139270318011","Temp – Master Wing Pressure","pressure","psi"
"sensor.lumi_lumi_weather_temperature","sensor","71.924","Master Bedroom temp sensor","temperature","°F"
"sensor.lumi_lumi_weather_lqi","sensor","90","Temp – Master Wing LQI","",""
"sensor.lumi_lumi_weather_humidity","sensor","39.95","Temp – Master Wing Humidity","humidity","%"
"sensor.temp_bedroom_wing_battery","sensor","59.0","Temp – Living room Wing Battery","battery","%"
"sensor.temp_bedroom_wing_pressure","sensor","14.5037743897283","Temp – Living room Wing Pressure","pressure","psi"
"sensor.temp_bedroom_wing_temperature","sensor","71.87","Galley Trmp sensor","temperature","°F"
"sensor.temp_bedroom_wing_humidity","sensor","42.7","Temp – Living room Wing Humidity","humidity","%"
"sensor.temp_bedroom_wing_battery_2","sensor","62.5","Temp – Bedroom Wing Battery","battery","%"
"sensor.temp_bedroom_wing_pressure_2","sensor","14.5037743897283","Temp – Bedroom Wing Pressure","pressure","psi"
"sensor.temp_bedroom_wing_temperature_2","sensor","68.054","Blue room temp sensor","temperature","°F"
"sensor.temp_bedroom_wing_humidity_2","sensor","45.77","Temp – Bedroom Wing Humidity","humidity","%"
"sensor.range_oven_mode","sensor","others","Range Oven mode","enum",""
"light.kitchen_light_switch","light","off","Kitchen light Switch","",""
"media_player.spotify_paul_sowu","media_player","idle","Spotify Paul Sowu","",""
