"entity_id","domain","state","friendly_name","device_class","unit_of_measurement"
"sensor.kitchen_main_battery_level","sensor","61","Kitchen Main Battery level","battery","%"
"sensor.kitchen_main_battery_state","sensor","discharging","Kitchen Main Battery state","enum",""
"sensor.kitchen_main_charger_type","sensor","none","Kitchen Main Charger type","enum",""
"sensor.kitchen_main_bluetooth_connection","sensor","unknown","Kitchen Main Bluetooth connection","","connection(s)"
"sensor.kitchen_main_ble_transmitter","sensor","unknown","Kitchen Main BLE transmitter","enum",""
"sensor.kitchen_main_beacon_monitor","sensor","Bluetooth is turned off","Kitchen Main Beacon monitor","enum",""
"sensor.kitchen_main_internal_storage","sensor","unknown","Kitchen Main Internal storage","","%"
"sensor.kitchen_main_external_storage","sensor","unknown","Kitchen Main External storage","","%"
"binary_sensor.pauls_ipad_focus","binary_sensor","off","Paul’s iPad Focus","",""
"device_tracker.pauls_ipad","device_tracker","home","Paul’s iPad","",""
"sensor.pauls_ipad_battery_level","sensor","55","Paul’s iPad Battery Level","battery","%"
"sensor.pauls_ipad_geocoded_location","sensor","2739 Davis Mill Rd
Augusta GA 30815
United States","Paul’s iPad Geocoded Location","",""
"sensor.pauls_ipad_battery_state","sensor","Charging","Paul’s iPad Battery State","",""
"sensor.pauls_ipad_bssid","sensor","72:13:1:e8:1a:22","Paul’s iPad BSSID","",""
"sensor.pauls_ipad_storage","sensor","26.65","Paul’s iPad Storage","","% available"
"sensor.pauls_ipad_ssid","sensor","sowu","Paul’s iPad SSID","",""
"sensor.pauls_ipad_connection_type","sensor","Wi-Fi","Paul’s iPad Connection Type","",""
"sensor.pauls_ipad_app_version","sensor","2025.10.0","Paul’s iPad App Version","",""
"sensor.pauls_ipad_last_update_trigger","sensor","Periodic","Paul’s iPad Last Update Trigger","",""
"sensor.pauls_ipad_location_permission","sensor","Authorized Always","Paul’s iPad Location permission","",""
"sensor.pauls_ipad_audio_output","sensor","Built-in Speaker","Paul’s iPad Audio Output","",""
"sensor.pauls_ipad_activity","sensor","Stationary","Paul’s iPad Activity","",""
"device_tracker.great_room_tv","device_tracker","unknown","Great Room TV","",""
"device_tracker.mb_fire_tv","device_tracker","unknown","mb fire tv","",""
"binary_sensor.paul_s_phone_mic_muted","binary_sensor","off","Paul's Phone Mic muted","",""
"binary_sensor.paul_s_phone_high_accuracy_mode","binary_sensor","unknown","Paul's Phone High accuracy mode","",""
"device_tracker.dad_s_phone","device_tracker","home","Paul's Phone","",""
"sensor.paul_s_phone_battery_level","sensor","74","Paul's Phone Battery level","battery","%"
"sensor.paul_s_phone_battery_state","sensor","discharging","Paul's Phone Battery state","enum",""
"sensor.paul_s_phone_charger_type","sensor","none","Paul's Phone Charger type","enum",""
"device_tracker.ts","device_tracker","home","Tuellas Samsung","",""
"sensor.tuellas_samsung_battery_level","sensor","2","Tuellas Samsung Battery level","battery","%"
"sensor.tuellas_samsung_battery_state","sensor","discharging","Tuellas Samsung Battery state","enum",""
"sensor.tuellas_samsung_charger_type","sensor","none","Tuellas Samsung Charger type","enum",""
"update.layout_card_update","update","off","layout-card update","",""
"update.ttlock_update","update","off","TTLock update","",""
"update.card_mod_update","update","off","card-mod update","",""
"update.atomic_calendar_revive_update","update","off","Atomic Calendar Revive update","",""
"update.hubspace_homeassistant_update","update","off","Hubspace-Homeassistant update","",""
"update.mushroom_themes_update","update","off","Mushroom Themes update","",""
"update.firemote_card_update","update","off","Firemote Card update","",""
"update.mushroom_update","update","off","Mushroom update","",""
"update.ai_automation_suggester_update","update","off","AI Automation Suggester update","",""
"update.mushroom_better_sliders_update","update","off","Mushroom - Better Sliders update","",""
"update.alexa_media_player_update","update","off","Alexa Media Player update","",""
"update.browser_mod_update","update","off","browser_mod update","",""
"update.hacs_update","update","off","HACS update","",""
"light.kitchen_light_switch","light","off","Kitchen light Switch","",""
"switch.browser_mod_pre_release","switch","on","browser_mod Pre-release","",""
"climate.thermostat","climate","cool","THERMOSTAT","",""
"sensor.thermostat_temperature","sensor","72.0","THERMOSTAT Temperature","temperature","°F"
"fan.great_room_fan_and_light","fan","off","Great Room fan and light","",""
"fan.master_bedroom","fan","off","Master Bedroom","",""
"light.great_room_fan_and_light","light","off","Great Room fan and light","",""
"light.master_bedroom","light","off","Master Bedroom","",""
"switch.great_room_fan_and_light_sound","switch","on","Great Room fan and light Sound","",""
"switch.master_bedroom_sound","switch","on","Master Bedroom Sound","",""
"button.hubspace_api_thesowus_gmail_com_generate_debug","button","unknown","hubspace-Thesowus@gmail.com Generate Debug","",""
"button.hubspace_api_thesowus_gmail_com_generate_raw","button","unknown","hubspace-Thesowus@gmail.com Generate Raw","",""
"sensor.kitchen_light_wifi_rssi","sensor","-34","Kitchen light wifi-rssi","signal_strength","dB"
"sensor.outside_wifi_rssi","sensor","-45","Outside wifi-rssi","signal_strength","dB"
"sensor.hallway_wifi_rssi","sensor","-53","Hallway  wifi-rssi","signal_strength","dB"
"switch.kitchen_light_switch","switch","off","Kitchen light Switch","",""
"switch.outside_switch","switch","on","Outside Switch","",""
"switch.hallway_switch","switch","off","Hallway  Switch","",""
"automation.maintain_comfort_band_71_73degf","automation","on","Maintain Comfort Band 71–73°F","",""
"automation.hvac_fan_circulation_hourly","automation","on","HVAC Fan Circulation Hourly","",""
"camera.front_door_live_view_2","camera","idle","Front Door Live view","",""
"camera.front_door_live_view","camera","idle","Loblolly front door","",""
"camera.living_room_live_view","camera","idle","living room Live view","",""
"camera.great_room_live_view","camera","idle","great room ringcsm Live view","",""
"event.front_door_ding_2","event","2025-11-21T19:50:34.359+00:00","Front Door Ding","doorbell",""
"event.front_door_ding","event","2025-11-19T01:19:07.993+00:00","Front Door Ding","doorbell",""
"event.living_room_ding","event","unknown","living room Ding","doorbell",""
"event.great_room_motion","event","2025-11-23T00:26:10.287+00:00","great room ringcsm Motion","motion",""
"event.front_door_motion_2","event","2025-11-25T00:53:11.397+00:00","Front Door Motion","motion",""
"event.front_door_motion","event","2025-11-24T21:44:59.108+00:00","Front Door Motion","motion",""
"event.living_room_motion","event","unknown","living room Motion","motion",""
"number.great_room_volume","number","8.0","great room ringcsm Volume","",""
"number.front_door_volume_2","number","5.0","Front Door Volume","",""
"number.front_door_volume","number","8.0","Front Door Volume","",""
"number.living_room_volume","number","5.0","living room Volume","",""
"sensor.great_room_battery","sensor","24","great room ringcsm Battery","battery","%"
"sensor.front_door_battery_3","sensor","unknown","Front Door Battery","battery","%"
"sensor.front_door_battery","sensor","100","Front Door Battery","battery","%"
"sensor.living_room_battery","sensor","unknown","living room Battery","battery","%"
"sensor.great_room_last_activity","sensor","2025-11-25T07:06:02+00:00","great room ringcsm Last activity","timestamp",""
"sensor.front_door_last_activity_2","sensor","2025-11-25T05:14:53+00:00","Front Door Last activity","timestamp",""
"sensor.front_door_last_activity","sensor","2025-11-24T21:44:57+00:00","Front Door Last activity","timestamp",""
"sensor.living_room_last_activity","sensor","2025-11-24T22:58:18+00:00","living room Last activity","timestamp",""
"siren.great_room_siren","siren","off","great room ringcsm Siren","",""
"switch.front_door_in_home_chime","switch","on","Front Door In-home chime","",""
"switch.great_room_motion_detection","switch","on","great room ringcsm Motion detection","",""
"switch.front_door_motion_detection_2","switch","on","Front Door Motion detection","",""
"switch.front_door_motion_detection","switch","on","Front Door Motion detection","",""
"switch.living_room_motion_detection","switch","on","living room Motion detection","",""
"conversation.google_ai_conversation","conversation","2025-11-24T18:40:59.515063+00:00","Google AI Conversation","",""
"stt.google_ai_stt_2","stt","unknown","Google AI STT","",""
"tts.google_ai_tts","tts","2025-11-23T01:40:48.159390+00:00","Google AI TTS","",""
"media_player.living_room_tv_3","media_player","idle","Living Room TV","",""
"ai_task.google_ai_task","ai_task","unknown","Google AI Task","",""
"ai_task.openai_ai_task","ai_task","unknown","OpenAI AI Task","",""
"conversation.openai_conversation","conversation","2025-11-23T01:58:18.150797+00:00","OpenAI Conversation","",""
"weather.forecast_home","weather","partlycloudy","Forecast Case De Sowu","",""
"select.thinkbook_voice_assistant","select","Jeffery","Thinkbook Voice Assistant","",""
"select.thinkbook_voice_assistant_2","select","preferred","Thinkbook Voice Assistant 2","",""
"select.thinkbook_voice_finished_speaking_detection","select","default","Thinkbook Voice Finished speaking detection","",""
"select.thinkbook_voice_wake_word","select","unavailable","Thinkbook Voice Wake word","",""
"select.thinkbook_voice_wake_word_2","select","unavailable","Thinkbook Voice Wake word 2","",""
"media_player.thinkbook_voice_media_player","media_player","unavailable","Thinkbook Voice Media Player","speaker",""
"calendar.family","calendar","off","Calendar","",""
"calendar.webcal_teamer_net_teams_111814298_23_24_daegu_middle_high_school_football_events_subscription_ics_f7fe22","calendar","off","Webcal://teamer.net/teams/111814298-23-24-daegu-middle-high-school-football/events/subscription.ics?f7fe22","",""
"calendar.sowu_paul_gmail_com","calendar","off","Sowu.paul@gmail.com","",""
"calendar.thesowus_gmail_com","calendar","off","Thesowus@gmail.com","",""
"calendar.birthdays","calendar","off","Birthdays","",""
"calendar.augusta_eagles_varsity_boys_basketball","calendar","off","Augusta eagles varsity boys basketball","",""
"media_player.spotify_paul_sowu","media_player","idle","Spotify Paul Sowu","",""
"todo.my_tasks","todo","2","TODO","",""
"todo.dad_s_tasks","todo","0","Dad's tasks","",""
"todo.mom_s_tasks","todo","0","Mom's tasks","",""
"todo.house_tasks","todo","1","House tasks","",""
"binary_sensor.dj_wu_presence","binary_sensor","off","DJ Wu Presence","presence",""
"binary_sensor.living_room_motion","binary_sensor","unavailable","living room Motion","motion",""
"binary_sensor.living_room_motion_2","binary_sensor","off","Living Room Motion","motion",""
"binary_sensor.dj_wu_s24_ultra_presence","binary_sensor","on","Dj Wu S24 Ultra Presence","presence",""
"binary_sensor.range_child_lock","binary_sensor","off","Range Child lock","",""
"binary_sensor.range_remote_control","binary_sensor","off","Range Remote control","",""
"binary_sensor.range_door","binary_sensor","off","Range Door","opening",""
"binary_sensor.front_door_motion_2","binary_sensor","off","Front Door Motion","motion",""
"binary_sensor.front_door_motion","binary_sensor","off","Front Door Motion","motion",""
"button.range_stop","button","unknown","Range Stop","",""
"event.living_room_main","event","unavailable","living room main","button",""
"event.front_door_main","event","2025-11-19T01:17:22.606+00:00","Front Door main","button",""
"event.front_door_main_2","event","unknown","Front Door main","button",""
"light.master_bedroom_switch_led","light","on","Master Bedroom switch_led","",""
"light.living_room_fan_light_switch_led","light","on","living room fan & light switch_led","",""
"light.m_bedroom_fan_switch_led","light","unavailable","M bedroom fan switch_led","",""
"select.range_lamp","select","off","Range Lamp","",""
"sensor.living_room_battery_2","sensor","unavailable","living room Battery","battery","%"
"sensor.living_room_battery_3","sensor","28","Living Room Battery","battery","%"
"sensor.range_operating_state","sensor","ready","Range Operating state","enum",""
"sensor.range_oven_mode","sensor","others","Range Oven mode","enum",""
"sensor.range_machine_state","sensor","ready","Range Machine state","enum",""
"sensor.range_job_state","sensor","ready","Range Job state","enum",""
"sensor.range_completion_time","sensor","2025-11-25T00:49:06+00:00","Range Completion time","timestamp",""
"sensor.range_setpoint","sensor","unknown","Range Setpoint","temperature","°F"
"sensor.range_temperature","sensor","175","Range Temperature","temperature","°F"
"sensor.front_door_battery_2","sensor","100","Front Door Battery","battery","%"
"switch.living_room_fan_light","switch","off","living room fan & light","",""
"switch.m_bedroom_fan","switch","unavailable","M bedroom fan","",""
"switch.master_bedroom","switch","off","Master Bedroom","",""
"button.lumi_lumi_weather_identify","button","2025-11-11T17:03:21.957063+00:00","Temp – Master Wing Identify","identify",""
"button.temp_bedroom_wing_identify","button","unknown","Temp – Living room Wing Identify","identify",""
"button.temp_bedroom_wing_identify_2","button","2025-11-10T18:40:08.759030+00:00","Temp – Bedroom Wing Identify","identify",""
"sensor.lumi_lumi_weather_battery","sensor","59.0","Temp – Master Wing Battery","battery","%"
"sensor.lumi_lumi_weather_pressure","sensor","14.6814456260025","Temp – Master Wing Pressure","pressure","psi"
"sensor.lumi_lumi_weather_temperature","sensor","72.608","Master Bedroom temp sensor","temperature","°F"
"sensor.lumi_lumi_weather_lqi","sensor","87","Temp – Master Wing LQI","",""
"sensor.lumi_lumi_weather_humidity","sensor","46.79","Temp – Master Wing Humidity","humidity","%"
"sensor.temp_bedroom_wing_battery","sensor","55.5","Temp – Living room Wing Battery","battery","%"
"sensor.temp_bedroom_wing_pressure","sensor","14.6778196824051","Temp – Living room Wing Pressure","pressure","psi"
"sensor.temp_bedroom_wing_temperature","sensor","72.23","Galley Trmp sensor","temperature","°F"
"sensor.temp_bedroom_wing_humidity","sensor","44.57","Temp – Living room Wing Humidity","humidity","%"
"sensor.temp_bedroom_wing_battery_2","sensor","55.5","Temp – Bedroom Wing Battery","battery","%"
"sensor.temp_bedroom_wing_pressure_2","sensor","14.6778196824051","Temp – Bedroom Wing Pressure","pressure","psi"
"sensor.temp_bedroom_wing_temperature_2","sensor","70.934","Blue room temp sensor","temperature","°F"
"sensor.temp_bedroom_wing_humidity_2","sensor","50.91","Temp – Bedroom Wing Humidity","humidity","%"
"automation.maintain_comfort_band_74_76degf","automation","unavailable","Maintain Comfort Band 74-76°F","",""
"automation.maintain_comfort_band_73_75degf","automation","unavailable","Maintain Comfort Band 73–75°F","",""
"assist_satellite.thinkbook_voice_assist_satellite","assist_satellite","unavailable","Assist satellite","",""
"update.ha_lovelace_card_waze_travel_time_update","update","off","HA (Lovelace) Card Waze Travel Time update","",""
