"entity_id","domain","state","friendly_name","device_class","unit_of_measurement"
"sensor.browser_mod_bdb5010e_bd8f3920_browser_height","sensor","961","browser_mod_bdb5010e_bd8f3920 Browser height","","px"
"binary_sensor.browser_mod_bdb5010e_bd8f3920_browser_dark_mode","binary_sensor","on","browser_mod_bdb5010e_bd8f3920 Browser dark mode","",""
"binary_sensor.browser_mod_bdb5010e_bd8f3920","binary_sensor","off","browser_mod_bdb5010e_bd8f3920","motion",""
"light.browser_mod_bdb5010e_bd8f3920_screen","light","unknown","browser_mod_bdb5010e_bd8f3920 Screen","",""
"media_player.browser_mod_bdb5010e_bd8f3920","media_player","unknown","browser_mod_bdb5010e_bd8f3920","",""
"sensor.browser_mod_bdb5010e_bd8f3920_panel","sensor","Control Center - Home","browser_mod_bdb5010e_bd8f3920 Panel","",""
"binary_sensor.kitchen_main_mic_muted","binary_sensor","off","Kitchen Main Mic muted","",""
"binary_sensor.kitchen_main_music_active","binary_sensor","off","Kitchen Main Music active","",""
"device_tracker.kitchen_main","device_tracker","unknown","Kitchen Main","",""
"sensor.kitchen_main_audio_mode","sensor","unknown","Kitchen Main Audio mode","enum",""
"sensor.kitchen_main_volume_level_music","sensor","unknown","Kitchen Main Volume level music","",""
"sensor.kitchen_main_battery_level","sensor","61","Kitchen Main Battery level","battery","%"
"sensor.kitchen_main_battery_state","sensor","discharging","Kitchen Main Battery state","enum",""
"sensor.kitchen_main_charger_type","sensor","none","Kitchen Main Charger type","enum",""
"sensor.kitchen_main_bluetooth_connection","sensor","unknown","Kitchen Main Bluetooth connection","","connection(s)"
"sensor.kitchen_main_ble_transmitter","sensor","unknown","Kitchen Main BLE transmitter","enum",""
"sensor.kitchen_main_beacon_monitor","sensor","Bluetooth is turned off","Kitchen Main Beacon monitor","enum",""
"sensor.kitchen_main_internal_storage","sensor","unknown","Kitchen Main Internal storage","","%"
"sensor.kitchen_main_external_storage","sensor","unknown","Kitchen Main External storage","","%"
"binary_sensor.pauls_ipad_focus","binary_sensor","off","Paul’s iPad Focus","",""
"device_tracker.pauls_ipad","device_tracker","home","Paul’s iPad","",""
"sensor.pauls_ipad_battery_level","sensor","75","Paul’s iPad Battery Level","battery","%"
"sensor.pauls_ipad_geocoded_location","sensor","2739 Davis Mill Rd
Augusta GA 30815
United States","Paul’s iPad Geocoded Location","",""
"sensor.pauls_ipad_battery_state","sensor","Charging","Paul’s iPad Battery State","",""
"sensor.pauls_ipad_bssid","sensor","72:13:1:e8:1a:22","Paul’s iPad BSSID","",""
"sensor.pauls_ipad_storage","sensor","26.07","Paul’s iPad Storage","","% available"
"sensor.pauls_ipad_ssid","sensor","sowu","Paul’s iPad SSID","",""
"sensor.pauls_ipad_connection_type","sensor","Wi-Fi","Paul’s iPad Connection Type","",""
"sensor.pauls_ipad_app_version","sensor","2025.10.0","Paul’s iPad App Version","",""
"sensor.pauls_ipad_last_update_trigger","sensor","Periodic","Paul’s iPad Last Update Trigger","",""
"sensor.pauls_ipad_location_permission","sensor","Authorized Always","Paul’s iPad Location permission","",""
"sensor.pauls_ipad_audio_output","sensor","Built-in Speaker","Paul’s iPad Audio Output","",""
"sensor.pauls_ipad_activity","sensor","Stationary","Paul’s iPad Activity","",""
"device_tracker.great_room_tv","device_tracker","unknown","Great Room TV","",""
"device_tracker.mb_fire_tv","device_tracker","unknown","mb fire tv","",""
"binary_sensor.paul_s_phone_mic_muted","binary_sensor","off","Paul's Phone Mic muted","",""
"binary_sensor.paul_s_phone_high_accuracy_mode","binary_sensor","off","Paul's Phone High accuracy mode","",""
"device_tracker.dad_s_phone","device_tracker","home","Paul's Phone","",""
"sensor.paul_s_phone_battery_level","sensor","66","Paul's Phone Battery level","battery","%"
"sensor.paul_s_phone_battery_state","sensor","discharging","Paul's Phone Battery state","enum",""
"sensor.paul_s_phone_charger_type","sensor","none","Paul's Phone Charger type","enum",""
"device_tracker.ts","device_tracker","home","Tuellas Samsung","",""
"sensor.tuellas_samsung_battery_level","sensor","45","Tuellas Samsung Battery level","battery","%"
"sensor.tuellas_samsung_battery_state","sensor","discharging","Tuellas Samsung Battery state","enum",""
"sensor.tuellas_samsung_charger_type","sensor","none","Tuellas Samsung Charger type","enum",""
"update.slider_entity_row_update","update","off","slider-entity-row update","",""
"update.mushroom_better_sliders_update","update","off","Mushroom - Better Sliders update","",""
"update.layout_card_update","update","off","layout-card update","",""
"update.stack_in_card_update","update","off","Stack In Card update","",""
"update.browser_mod_update","update","off","browser_mod update","",""
"update.slider_button_card_update","update","off","Slider Button Card update","",""
"update.hubspace_homeassistant_update","update","off","Hubspace-Homeassistant update","",""
"update.alexa_media_player_update","update","off","Alexa Media Player update","",""
"update.button_card_update","update","off","button-card update","",""
"update.mushroom_themes_update","update","off","Mushroom Themes update","",""
"update.ai_automation_suggester_update","update","off","AI Automation Suggester update","",""
"update.atomic_calendar_revive_update","update","off","Atomic Calendar Revive update","",""
"update.mushroom_update","update","off","Mushroom update","",""
"update.ha_lovelace_card_waze_travel_time_update","update","off","HA (Lovelace) Card Waze Travel Time update","",""
"update.big_slider_card_update","update","off","Big Slider Card update","",""
"update.card_mod_update","update","off","card-mod update","",""
"update.ttlock_update","update","off","TTLock update","",""
"update.hacs_update","update","off","HACS update","",""
"update.google_maps_card_update","update","off","Google Maps Card update","",""
"conversation.google_ai_conversation","conversation","2025-11-24T18:40:59.515063+00:00","Google AI Conversation","",""
"stt.google_ai_stt_2","stt","unknown","Google AI STT","",""
"tts.google_ai_tts","tts","2025-11-23T01:40:48.159390+00:00","Google AI TTS","",""
"ai_task.google_ai_task","ai_task","unknown","Google AI Task","",""
"light.kitchen_light_switch","light","off","Kitchen light Switch","",""
"sensor.ai_provider_status_google","sensor","connected","AI Provider Status (Google)","",""
"sensor.max_input_tokens_google","sensor","500","Max Input Tokens (Google)","","tokens"
"sensor.max_output_tokens_google","sensor","500","Max Output Tokens (Google)","","tokens"
"sensor.ai_model_in_use_google","sensor","gemini-2.0-flash","AI Model In Use (Google)","",""
"sensor.last_error_message_google","sensor","No Error","Last Error Message (Google)","",""
"switch.browser_mod_pre_release","switch","on","browser_mod Pre-release","",""
"button.hubspace_api_thesowus_gmail_com_generate_debug","button","unknown","hubspace-Thesowus@gmail.com Generate Debug","",""
"button.hubspace_api_thesowus_gmail_com_generate_raw","button","unknown","hubspace-Thesowus@gmail.com Generate Raw","",""
"sensor.kitchen_light_wifi_rssi","sensor","-37","Kitchen light wifi-rssi","signal_strength","dB"
"sensor.outside_wifi_rssi","sensor","-50","Loblolly outside wifi-rssi","signal_strength","dB"
"sensor.hallway_wifi_rssi","sensor","-46","Loblolly hallway wifi-rssi","signal_strength","dB"
"switch.kitchen_light_switch","switch","off","Kitchen light Switch","",""
"switch.outside_switch","switch","on","Loblolly outside Switch","",""
"switch.hallway_switch","switch","off","Loblolly hallway Switch","",""
"media_player.living_room_tv_3","media_player","idle","Living Room TV","",""
"media_player.living_room_tv","media_player","off","Great Room TV","",""
"todo.shopping_list","todo","0","Shopping List","",""
"tts.google_translate_en_com","tts","2025-11-23T01:36:35.240957+00:00","Google Translate en com","",""
"weather.forecast_home","weather","rainy","Forecast Case De Sowu","",""
"media_player.living_room_tv_2","media_player","on","Great Room TV","tv",""
"remote.living_room_tv","remote","on","Great Room TV","",""
"camera.front_door_live_view_2","camera","idle","Front Door Live view","",""
"camera.front_door_live_view","camera","idle","Loblolly front door","",""
"camera.living_room_live_view","camera","idle","living room Live view","",""
"camera.great_room_live_view","camera","idle","great room ringcsm Live view","",""
"event.front_door_ding_2","event","2025-11-21T19:50:34.359+00:00","Front Door Ding","doorbell",""
"event.front_door_ding","event","2025-11-19T01:19:07.993+00:00","Front Door Ding","doorbell",""
"event.living_room_ding","event","unknown","living room Ding","doorbell",""
"event.great_room_motion","event","2025-11-28T23:26:54.588+00:00","great room ringcsm Motion","motion",""
"event.front_door_motion_2","event","2025-12-02T02:52:48.483+00:00","Front Door Motion","motion",""
"event.front_door_motion","event","2025-12-02T00:36:07.549+00:00","Front Door Motion","motion",""
"event.living_room_motion","event","unknown","living room Motion","motion",""
"number.great_room_volume","number","8.0","great room ringcsm Volume","",""
"number.front_door_volume_2","number","4.0","Front Door Volume","",""
"number.front_door_volume","number","8.0","Front Door Volume","",""
"number.living_room_volume","number","5.0","living room Volume","",""
"sensor.great_room_battery","sensor","31","great room ringcsm Battery","battery","%"
"sensor.front_door_battery_3","sensor","unknown","Front Door Battery","battery","%"
"sensor.front_door_battery","sensor","100","Front Door Battery","battery","%"
"sensor.living_room_battery","sensor","unknown","living room Battery","battery","%"
"sensor.great_room_last_activity","sensor","2025-12-02T07:49:33+00:00","great room ringcsm Last activity","timestamp",""
"sensor.front_door_last_activity_2","sensor","2025-12-02T02:52:40+00:00","Front Door Last activity","timestamp",""
"sensor.front_door_last_activity","sensor","2025-12-02T00:36:05+00:00","Front Door Last activity","timestamp",""
"sensor.living_room_last_activity","sensor","2025-11-29T19:33:15+00:00","living room Last activity","timestamp",""
"siren.great_room_siren","siren","off","great room ringcsm Siren","",""
"switch.front_door_in_home_chime","switch","on","Front Door In-home chime","",""
"switch.great_room_motion_detection","switch","on","great room ringcsm Motion detection","",""
"switch.front_door_motion_detection_2","switch","on","Front Door Motion detection","",""
"switch.front_door_motion_detection","switch","on","Front Door Motion detection","",""
"switch.living_room_motion_detection","switch","on","living room Motion detection","",""
"fan.great_room_fan_and_light","fan","on","Great Room fan and light","",""
"fan.master_bedroom","fan","off","Master Bedroom","",""
"light.great_room_fan_and_light","light","off","Great Room fan and light","",""
"light.master_bedroom","light","off","Master Bedroom","",""
"switch.great_room_fan_and_light_sound","switch","on","Great Room fan and light Sound","",""
"switch.master_bedroom_sound","switch","on","Master Bedroom Sound","",""
"ai_task.openai_ai_task","ai_task","unknown","OpenAI AI Task","",""
"conversation.openai_conversation","conversation","2025-11-23T01:58:18.150797+00:00","OpenAI Conversation","",""
"climate.thermostat","climate","cool","THERMOSTAT","",""
"sensor.thermostat_temperature","sensor","72.0","THERMOSTAT Temperature","temperature","°F"
"automation.maintain_comfort_band_71_73degf","automation","on","Maintain Comfort Band 71–73°F","",""
"automation.hvac_fan_circulation_hourly","automation","on","HVAC Fan Circulation Hourly","",""
"automation.doorbell_front_door_popup_kitchen_tablet","automation","on","Doorbell Front Door Popup - Kitchen Tablet","",""
"automation.main_lights_master_on","automation","on","Main Lights Master On","",""
"automation.main_lights_master_off","automation","on","Main Lights Master Off","",""
"media_player.spotify_paul_sowu","media_player","idle","Spotify Paul Sowu","",""
"calendar.family","calendar","off","Calendar","",""
"calendar.webcal_teamer_net_teams_111814298_23_24_daegu_middle_high_school_football_events_subscription_ics_f7fe22","calendar","off","Webcal://teamer.net/teams/111814298-23-24-daegu-middle-high-school-football/events/subscription.ics?f7fe22","",""
"calendar.sowu_paul_gmail_com","calendar","off","Sowu.paul@gmail.com","",""
"calendar.thesowus_gmail_com","calendar","off","Thesowus@gmail.com","",""
"calendar.birthdays","calendar","off","Birthdays","",""
"calendar.augusta_eagles_varsity_boys_basketball","calendar","off","Augusta eagles varsity boys basketball","",""
"todo.my_tasks","todo","2","TODO","",""
"todo.dad_s_tasks","todo","0","Dad's tasks","",""
"todo.mom_s_tasks","todo","0","Mom's tasks","",""
"todo.house_tasks","todo","1","House tasks","",""
"sensor.ai_automation_suggestions_google","sensor","New Suggestions Available","AI Automation Suggestions (Google)","",""
"binary_sensor.dj_wu_presence","binary_sensor","off","DJ Wu Presence","presence",""
"binary_sensor.living_room_motion","binary_sensor","unavailable","living room Motion","motion",""
"binary_sensor.living_room_motion_2","binary_sensor","off","Living Room Motion","motion",""
"binary_sensor.dj_wu_s24_ultra_presence","binary_sensor","off","Dj Wu S24 Ultra Presence","presence",""
"binary_sensor.range_child_lock","binary_sensor","off","Range Child lock","",""
"binary_sensor.range_remote_control","binary_sensor","off","Range Remote control","",""
"binary_sensor.range_door","binary_sensor","off","Range Door","opening",""
"binary_sensor.front_door_motion_2","binary_sensor","off","Front Door Motion","motion",""
"binary_sensor.front_door_motion","binary_sensor","off","Front Door Motion","motion",""
"button.range_stop","button","2025-11-25T21:18:54.069556+00:00","Range Stop","",""
"event.living_room_main","event","unavailable","living room main","button",""
"event.front_door_main","event","2025-11-19T01:17:22.606+00:00","Front Door main","button",""
"event.front_door_main_2","event","unknown","Front Door main","button",""
"light.master_bedroom_switch_led","light","off","Master Bedroom switch_led","",""
"light.living_room_fan_light_switch_led","light","on","living room fan & light switch_led","",""
"light.m_bedroom_fan_switch_led","light","unavailable","M bedroom fan switch_led","",""
"select.range_lamp","select","off","Range Lamp","",""
"sensor.living_room_battery_2","sensor","unavailable","living room Battery","battery","%"
"sensor.living_room_battery_3","sensor","34","Living Room Battery","battery","%"
"sensor.range_operating_state","sensor","ready","Range Operating state","enum",""
"sensor.range_oven_mode","sensor","others","Range Oven mode","enum",""
"sensor.range_machine_state","sensor","ready","Range Machine state","enum",""
"sensor.range_job_state","sensor","ready","Range Job state","enum",""
"sensor.range_completion_time","sensor","2025-12-02T02:52:18+00:00","Range Completion time","timestamp",""
"sensor.range_setpoint","sensor","unknown","Range Setpoint","temperature","°F"
"sensor.range_temperature","sensor","175","Range Temperature","temperature","°F"
"sensor.front_door_battery_2","sensor","100","Front Door Battery","battery","%"
"switch.living_room_fan_light","switch","on","living room fan & light","",""
"switch.m_bedroom_fan","switch","unavailable","M bedroom fan","",""
"switch.master_bedroom","switch","off","Master Bedroom","",""
"media_player.great_room_dot","media_player","idle","Great Room dot","",""
"media_player.t_s_echo_auto","media_player","idle","T's Echo Auto","",""
"media_player.office","media_player","unavailable","Great Room show","",""
"media_player.t_s_fire_tv","media_player","idle","T's Fire TV","",""
"media_player.t_s_4th_fire_tv","media_player","idle","T's 4th Fire TV","",""
"media_player.t_s_alexa_app_for_pc","media_player","unavailable","T's Alexa App for PC","",""
"switch.great_room_dot_do_not_disturb_switch","switch","off","Great Room dot do not disturb switch","switch",""
"switch.great_room_dot_shuffle_switch","switch","unavailable","Great Room dot shuffle switch","switch",""
"switch.great_room_dot_repeat_switch","switch","unavailable","Great Room dot repeat switch","switch",""
"switch.t_s_echo_auto_do_not_disturb_switch","switch","off","T's Echo Auto do not disturb switch","switch",""
"switch.office_do_not_disturb_switch","switch","unavailable","Great Room show do not disturb switch","switch",""
"switch.office_shuffle_switch","switch","unavailable","Great Room show shuffle switch","switch",""
"switch.office_repeat_switch","switch","unavailable","Great Room show repeat switch","switch",""
"switch.t_s_fire_tv_do_not_disturb_switch","switch","off","T's Fire TV do not disturb switch","switch",""
"switch.t_s_4th_fire_tv_do_not_disturb_switch","switch","off","T's 4th Fire TV do not disturb switch","switch",""
"switch.t_s_alexa_app_for_pc_do_not_disturb_switch","switch","unavailable","T's Alexa App for PC do not disturb switch","switch",""
"switch.t_s_alexa_app_for_pc_shuffle_switch","switch","unavailable","T's Alexa App for PC shuffle switch","switch",""
"switch.t_s_alexa_app_for_pc_repeat_switch","switch","unavailable","T's Alexa App for PC repeat switch","switch",""
"sensor.great_room_dot_next_alarm","sensor","unknown","Great Room dot next Alarm","timestamp",""
"sensor.great_room_dot_next_timer","sensor","unknown","Great Room dot next Timer","timestamp",""
"sensor.great_room_dot_next_reminder","sensor","unknown","Great Room dot next Reminder","timestamp",""
"sensor.t_s_echo_auto_next_reminder","sensor","unknown","T's Echo Auto next Reminder","timestamp",""
"sensor.office_next_alarm","sensor","unavailable","Great Room show next Alarm","timestamp",""
"sensor.office_next_timer","sensor","unavailable","Great Room show next Timer","timestamp",""
"sensor.office_next_reminder","sensor","unavailable","Great Room show next Reminder","timestamp",""
"sensor.t_s_fire_tv_next_alarm","sensor","unknown","T's Fire TV next Alarm","timestamp",""
"sensor.t_s_fire_tv_next_timer","sensor","unknown","T's Fire TV next Timer","timestamp",""
"sensor.t_s_fire_tv_next_reminder","sensor","unknown","T's Fire TV next Reminder","timestamp",""
"sensor.t_s_4th_fire_tv_next_alarm","sensor","unknown","T's 4th Fire TV next Alarm","timestamp",""
"sensor.t_s_4th_fire_tv_next_timer","sensor","unknown","T's 4th Fire TV next Timer","timestamp",""
"sensor.t_s_4th_fire_tv_next_reminder","sensor","unknown","T's 4th Fire TV next Reminder","timestamp",""
"sensor.t_s_alexa_app_for_pc_next_alarm","sensor","unavailable","T's Alexa App for PC next Alarm","timestamp",""
"sensor.t_s_alexa_app_for_pc_next_timer","sensor","unavailable","T's Alexa App for PC next Timer","timestamp",""
"sensor.t_s_alexa_app_for_pc_next_reminder","sensor","unavailable","T's Alexa App for PC next Reminder","timestamp",""
"button.lumi_lumi_weather_identify","button","2025-11-11T17:03:21.957063+00:00","Temp – Master Wing Identify","identify",""
"button.temp_bedroom_wing_identify","button","unknown","Temp – Living room Wing Identify","identify",""
"button.temp_bedroom_wing_identify_2","button","2025-11-10T18:40:08.759030+00:00","Temp – Bedroom Wing Identify","identify",""
"sensor.lumi_lumi_weather_battery","sensor","59.0","Temp – Master Wing Battery","battery","%"
"sensor.lumi_lumi_weather_pressure","sensor","14.5907970360667","Temp – Master Wing Pressure","pressure","psi"
"sensor.lumi_lumi_weather_temperature","sensor","72.536","Master Bedroom temp sensor","temperature","°F"
"sensor.lumi_lumi_weather_lqi","sensor","90","Temp – Master Wing LQI","",""
"sensor.lumi_lumi_weather_humidity","sensor","42.47","Temp – Master Wing Humidity","humidity","%"
"sensor.temp_bedroom_wing_battery","sensor","55.5","Temp – Living room Wing Battery","battery","%"
"sensor.temp_bedroom_wing_pressure","sensor","14.588911545396","Temp – Living room Wing Pressure","pressure","psi"
"sensor.temp_bedroom_wing_temperature","sensor","73.238","Galley Trmp sensor","temperature","°F"
"sensor.temp_bedroom_wing_humidity","sensor","38.88","Temp – Living room Wing Humidity","humidity","%"
"sensor.temp_bedroom_wing_battery_2","sensor","59.0","Temp – Bedroom Wing Battery","battery","%"
"sensor.temp_bedroom_wing_pressure_2","sensor","14.5907970360667","Temp – Bedroom Wing Pressure","pressure","psi"
"sensor.temp_bedroom_wing_temperature_2","sensor","69.692","Blue room temp sensor","temperature","°F"
"sensor.temp_bedroom_wing_humidity_2","sensor","44.7","Temp – Bedroom Wing Humidity","humidity","%"
"automation.maintain_comfort_band_74_76degf","automation","unavailable","Maintain Comfort Band 74-76°F","",""
"automation.maintain_comfort_band_73_75degf","automation","unavailable","Maintain Comfort Band 73–75°F","",""
"sensor.browser_mod_21e9c180_de9e28f2_browser_id","sensor","unavailable","Browser ID","",""
"sensor.browser_mod_21e9c180_de9e28f2_browser_path","sensor","unavailable","Browser path","",""
"sensor.browser_mod_21e9c180_de9e28f2_browser_visibility","sensor","unavailable","Browser visibility","",""
"sensor.browser_mod_21e9c180_de9e28f2_browser_useragent","sensor","unavailable","Browser userAgent","",""
"sensor.browser_mod_21e9c180_de9e28f2_browser_user","sensor","unavailable","Browser user","",""
"binary_sensor.browser_mod_21e9c180_de9e28f2_browser_fullykiosk","binary_sensor","unavailable","Browser FullyKiosk","",""
"sensor.browser_mod_21e9c180_de9e28f2_browser_width","sensor","unavailable","Browser width","","px"
"sensor.browser_mod_21e9c180_de9e28f2_browser_height","sensor","unavailable","Browser height","","px"
"binary_sensor.browser_mod_21e9c180_de9e28f2_browser_dark_mode","binary_sensor","unavailable","Browser dark mode","",""
"binary_sensor.browser_mod_21e9c180_de9e28f2","binary_sensor","unavailable","","motion",""
"light.browser_mod_21e9c180_de9e28f2_screen","light","unavailable","Screen","",""
"media_player.browser_mod_21e9c180_de9e28f2","media_player","unavailable","","",""
"sensor.browser_mod_21e9c180_de9e28f2_panel","sensor","unavailable","Panel","",""
"zone.eagles_basketball_gym","zone","0","Eagles Basketball Gym","",""
"zone.eagles_bball_gym","zone","0","Eagles BBall Gym","",""
